CHAMP;CODE;DESIGNATION;IDINTERNECLT;LIBELLE;TYPE;VALEURACTUEL
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001112;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000950;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200000893;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200000950;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000980;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000885;Date invalide;Erreur;ND
secActEcon;OBL002;;10200000980;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200000885;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000835;Date invalide;Erreur;ND
secActEcon;OBL002;;10200000893;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200000835;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200000835;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000893;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000885;Format incorrect;Erreur;ND
mobile;OBL002;;10200000791;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000885;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000893;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000835;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000791;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000791;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200001076;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007251;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007251;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200007251;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000950;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007250;Date invalide;Erreur;ND
mobile;OBL002;;10200007250;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007250;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007250;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000893;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007241;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007241;Format incorrect;Erreur;ND
mobile;OBL002;;10200007241;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007241;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007232;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000835;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007241;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007232;Format incorrect;Erreur;ND
mobile;OBL002;;10200007232;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007232;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007232;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200000791;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007250;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007221;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007221;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000791;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007216;Date invalide;Erreur;ND
secActEcon;OBL002;;10200007216;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200007251;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007216;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007210;Date invalide;Erreur;ND
mobile;OBL002;;10200007221;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007210;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007251;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007206;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200007221;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200007206;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007221;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007205;Date invalide;Erreur;ND
mobile;OBL002;;10200007216;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007216;Format incorrect;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007210;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007206;Date invalide;Erreur;ND
mobile;OBL002;;10200007205;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007205;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007205;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007204;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007204;Format incorrect;Erreur;ND
mobile;OBL002;;10200007204;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007210;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007204;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200007206;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000777;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000777;Format incorrect;Erreur;ND
mobile;OBL002;;10200007210;Champ obligatoire manquant;Erreur;
mobile;SYN003;'00224' suivi de 9 chiffres ou '+224' suivi de 9 chiffres.;10200000777;Syntaxe spécifique non respectée;Erreur;1
secActEcon;OBL002;;10200000777;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000777;Syntaxe spécifique non respectée;Erreur;ND
sigle;SYN001;La longueur ne doit pas depasser 50 caracteres;10200000770;Format incorrect;Erreur;UNION DE GROUPEMENT DES PRODUCTEURS DE KONKOURE A DUBREKA
mobile;OBL002;;10200000770;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200000747;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007205;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200000747;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000747;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000747;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000770;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000711;Format incorrect;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000747;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200000711;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200000711;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200000671;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000711;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007206;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000404;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000770;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200000404;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000404;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000404;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000671;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000671;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000385;Date invalide;Erreur;ND
secActEcon;OBL002;;10200007204;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000385;Format incorrect;Erreur;ND
mobile;OBL002;;10200000385;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000378;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000711;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000376;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000378;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000376;Format incorrect;Erreur;ND
mobile;SYN003;'00224' suivi de 9 chiffres ou '+224' suivi de 9 chiffres.;10200000671;Syntaxe spécifique non respectée;Erreur;1
secActEcon;OBL002;;10200000385;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000671;Format incorrect;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000363;Format incorrect;Erreur;ND
mobile;SYN003;'00224' suivi de 9 chiffres ou '+224' suivi de 9 chiffres.;10200000363;Syntaxe spécifique non respectée;Erreur;1
secActEcon;OBL002;;10200000363;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200000378;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200000376;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000363;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000363;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000341;Format incorrect;Erreur;ND
mobile;OBL002;;10200000341;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200000341;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000341;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200000216;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200000216;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000216;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000216;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000159;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000159;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000341;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000216;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200000159;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200000404;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200000099;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200000159;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000159;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200000099;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000385;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000062;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000062;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000099;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000062;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007312;Date invalide;Erreur;ND
mobile;OBL002;;10200000062;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007312;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200007312;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007312;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000376;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007312;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007311;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007311;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200000062;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200007311;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007310;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000099;Format incorrect;Erreur;ND
mobile;OBL002;;10200007310;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007310;Format incorrect;Erreur;ND
sigle;SYN001;La longueur ne doit pas depasser 50 caracteres;10200000099;Format incorrect;Erreur;VOLONTAIRES ASSOCIES POUR L'INSERTION ET LA PROMOTION DES JE
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007310;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200007310;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007309;Date invalide;Erreur;ND
mobile;OBL002;;10200007309;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007309;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200007311;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007309;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007309;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200007308;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007308;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200007308;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007308;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007303;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007303;Format incorrect;Erreur;ND
mobile;OBL002;;10200007303;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000378;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007302;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000099;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007308;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007311;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007302;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200007301;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007301;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200007302;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007303;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200007300;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007300;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007300;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007297;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007303;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007297;Format incorrect;Erreur;ND
mobile;OBL002;;10200007297;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007297;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007297;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007296;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007296;Format incorrect;Erreur;ND
mobile;OBL002;;10200007296;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007300;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200007296;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007296;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007295;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007295;Format incorrect;Erreur;ND
mobile;OBL002;;10200007295;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007295;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007295;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007293;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007293;Format incorrect;Erreur;ND
mobile;OBL002;;10200007293;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007293;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007293;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007292;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007292;Date invalide;Erreur;ND
mobile;OBL002;;10200007301;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200007292;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200007289;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007292;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007300;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007301;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200007289;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007289;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007289;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007287;Date invalide;Erreur;ND
secActEcon;OBL002;;10200007287;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007301;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007302;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200007302;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007287;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200007285;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007287;Format incorrect;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007285;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007285;Date invalide;Erreur;ND
secActEcon;OBL002;;10200007292;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007285;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007284;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007284;Format incorrect;Erreur;ND
mobile;OBL002;;10200007284;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007284;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007283;Date invalide;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007284;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200007283;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200007283;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200007289;Date invalide;Erreur;ND
mobile;OBL002;;10200005158;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200007287;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200005158;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000670;Date invalide;Erreur;ND
mobile;OBL002;;10200000670;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200005158;Date invalide;Erreur;ND
secActEcon;OBL002;;10200007283;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200005158;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200000670;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000588;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200007283;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000670;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000588;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200000588;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000548;Format incorrect;Erreur;ND
mobile;OBL002;;10200000548;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200000588;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200007285;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000546;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000548;Date invalide;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000546;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000588;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200000546;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000546;Syntaxe spécifique non respectée;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000548;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000507;Date invalide;Erreur;ND
mobile;OBL002;;10200000546;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000670;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200000507;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000507;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200000505;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000505;Date invalide;Erreur;ND
secActEcon;OBL002;;10200000505;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000505;Syntaxe spécifique non respectée;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000500;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000500;Format incorrect;Erreur;ND
mobile;OBL002;;10200000500;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000500;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000507;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000456;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200000456;Champ obligatoire manquant;Erreur;
